885039,125,,,"2013 Old Carp Road, Carp",Carp,Ontario,K0A1L0,East Region
887315,126,,,252 Finch West Ave,Toronto,Ontario,M2R1M9,Central Region
889156,127,,,252 Finch Ave W,Toronto,Ontario,M2R1M9,Central Region
666610,128,,,2211 Thurston Drive,Ottawa,Ontario,K1G6C9,East Region
668383,129,,,10201 Yonge Street,Richmond Hill,Ontario,L4C3B2,Central Region
665288,130,,,404 St. Albert St.,Kincardine,Ontario,N2Z2V2,West Region
665870,131,,,27093 New Ontario Rd,Ailsa Craig,Ontario,N0M1A0,West Region
665699,132,,,277 Kenrie Rd,Lindsay,Ontario,K9V4R2,East Region
669486,133,,,72 2nd Avenue East,Owen Sound,Ontario,N4K5T2,West Region
665230,134,,,1593 Bruce Road 33,Saugeen Shores,Ontario,N0H2C0,West Region
667562,135,,,512-550 Bruce Avenue,Ripley,Ontario,N0G2R0,West Region
667474,136,,,241063 Concession 3 Kemble 3,kemble,Ontario,N0H1A0,West Region
668386,137,,,15 Church Street,Athens,Ontario,K0E1B0,East Region
877212,138,,,85785 Canborough Rd RR 1,Dunnville,Ontario,N1A2W1,West Region
666144,139,,,1120 County Road 2 East,Brockville,Ontario,K6V5T1,North Region
884995,140,,,330 Industrial Parkway N,Aurora,Ontario,L4G4C3,Central Region
885099,141,,,81 Industrial Parkway North,Aurora,Ontario,L4G4C4,Central Region
669532,142,,,9050 Dufferin Street,Concord,Ontario,L4K5M4,Central Region
666815,143,,,65 Glen Manor Drive,Toronto,Ontario,M4E3V3,Toronto Region
665019,144,,,5751 Volpe Ave.,Mississauga,Ontario,L5V2X5,Central Region
663581,145,,,1001 Baibombeh Road,Pawitik,Ontario,P0X1L0,North Region
885730,146,25,,3100 Ridgeway Drive,Mississauga,Ontario,L5L5M5,Central Region
877662,147,,,4375 Chesswood Drive,Toronto,Ontario,M3J2C2,Central Region
878774,148,,,3600 Bathurst St,Toronto,Ontario,M6A2C9,Toronto Region
888486,149,,,15 Saranac Boulevard,Toronto,Ontario,M6A2G4,Toronto Region
668022,150,,,613 Clark Ave. W.,Thornhill,Ontario,L4J5V3,Toronto Region
887316,151,,,394 Ha HARVIE AVE,Toronto,Ontario,M6E4L8,Toronto Region
887463,152,,,2542 Northfield Drive East 2,Elmira,Ontario,N3B2Z2,West Region
876135,153,,,3080 Bayview Ave,North York,Ontario,M2N5L3,Toronto Region
883576,154,,,580 Bayfield ST,Barrie,Ontario,L4M5A2,Central Region
883635,155,7b,,60 Granton Drive,Richmond Hill,Ontario,L4B2N6,Toronto Region
663670,156,,,15 Jean Avenue,Sault Ste Marie,Ontario,P6B4B1,North Region
883821,157,,,7498 Carter Road,Kars,Ontario,K0A2E0,East Region
668088,158,208,,1110 Sheppard Avenue East,Toronto,Ontario,M2K2W2,Central Region
881988,159,,,41 County Rd  39,Consecon,Ontario,K0K1T0,East Region
665644,160,,,209 Lichen Cres,Oshawa,Ontario,L1J7W2,East Region
887188,161,,,85 Moatfield Dr,Toronto,Ontario,M3B3L6,Central Region
884645,162,,,275 Duncan Mill Road,Toronto,Ontario,M3B3H9,Central Region
665810,163,,,975 Kingston Road,Toronto,Ontario,M4E1T1,Toronto Region
886319,164,,,300 Scott St,St Catharines,Ontario,L2N1J3,West Region
667539,165,,,11251 Bayview Avenue,Richmond Hill,Ontario,L4S1L8,Central Region
666670,166,502,,3050 Confederation Parkway,Mississauga,Ontario,L5B3Z6,Central Region
884634,167,,,491769 Southgate Sideroad 49 1,Holstein,Ontario,N0G2A0,West Region
668367,168,200,,2 Beaverbrook Road,Kanata,Ontario,K2K1L1,East Region
669958,169,204,,745 Coronation Boulevard #204,Cambridge,Ontario,N1R7R1,West Region
666432,170,,,618 The Queensway,Toronto,Ontario,M8Y1K3,Toronto Region
886998,171,,,337 Bell Mill Side Road,Courtland,Ontario,N0J1E0,West Region
886521,172,B,,138 Wallbridge-Loyalist Road,Belleville,Ontario,K8N4Z2,East Region
886209,173,,,28 ORIOLE PARK AVE,BELLEVILLE,Ontario,K8N4C7,East Region
665087,174,,,6025 White Church Road,Mount Hope,Ontario,L0R1W0,West Region
883970,175,,,20 East Beaver Creek Road,Richmond Hill,Ontario,L4B1G6,Central Region
887196,176,,,410 Lawrence Ave W,Toronto,Ontario,M5M1C2,Toronto Region
889024,177,,,4059 Highway 3 East,Simcoe,Ontario,N3Y4K4,West Region
666433,178,,,2 O'Malley Drive,St. Catharines,Ontario,L2N6N7,West Region
887200,179,,,2760 Bathurst St,Toronto,Ontario,M6B3A1,Toronto Region
884706,180,,,500 Bride Private,Nepean,Ontario,K2J0J1,East Region
663816,181,,Box 216,21 Rabbit Drive,Heron Bay,Ontario,P0T1R0,North Region
663582,182,,,1450 Valley Drive,Kenora,Ontario,P9N3S7,North Region
885084,183,,,315 Hoey Road,Dryden,Ontario,P8N3G2,North Region
668260,184,2nd Floor,,90 Eglinton Avenue West,Toronto,Ontario,M4R2E4,Toronto Region
883808,185,,,2199 Regency Terrace,Ottawa,Ontario,K2C1H2,East Region
886840,186,,,298 Lonsdale Rd,Toronto,Ontario,M4V1X2,Toronto Region
881912,187,,,521 Tecumseh Road,Wallaceburg,Ontario,N8A4K9,West Region
668131,188,,,68 Statters Lake Ave 1,Holyrood,Ontario,N0G2B0,West Region
888893,189,,,415 Toynevale Rd,Pickering,Ontario,L1W2G9,East Region
882495,190,,,5171 Huntingfield Drive,Mississauga,Ontario,L5R2L8,Central Region
884414,191,220-221,,11A Glen Watford Drive,Scarborough,Ontario,M1S2B8,East Region
666239,192,3,,168 Konrad Crescent,Markham,Ontario,L3R9T9,Toronto Region
882337,193,,,"316362 3 Line, Kimbercote Farms Line",Kimberly,Ontario,N0C1G0,Central Region
885018,194,,,581 Cheryl Street,Cornwall,Ontario,K6K1N5,East Region
668441,195,,,579 Parkdale Ave,Ottawa,Ontario,K1Y4K1,East Region
885564,196,,,17638 Hwy 7,Tay Valley,Ontario,K7H3C6,East Region
668860,197,,,42300 Orange Hill Road 1,Bluevale,Ontario,N0G1G0,West Region
665364,198,,,8710 County Road 17,Rockland,Ontario,K4K1T2,East Region
880898,199,14-21,,422 Pearl Street,Burlington,Ontario,L7R2N1,West Region
665466,200,7,,75 Carl Hall Road,Toronto,Ontario,M3K2B9,Central Region
669629,201,,,2489 Bloor Street West,Etobicoke,Ontario,M6S1R6,Toronto Region
669998,202,,,2660 Yonge Street,Toronto,Ontario,M4P2J5,Toronto Region
882162,203,203 and 205,,507 Lakeshore Road East,Mississauga,Ontario,L5G1H9,Central Region
669675,204,203,,2489 Bloor St W,Toronto,Ontario,M6S1R6,West Region
665205,205,,,983 Bank Street,Ottawa,Ontario,K1S3W7,Toronto Region
889791,206,,,983 Bank Street,Ottawa,Ontario,K1S3W7,East Region
668387,207,105,,209 Dundas Street East,Whitby,Ontario,L1N7H8,East Region
881671,208,,,735 Mersea Road 8,Leamington,Ontario,N8H3V8,West Region
888885,209,,,45 Canyon Ave,Downsview,Ontario,M3H3S4,Central Region
883749,210,,,159 Almore Avenue,Toronto,Ontario,M3H2H9,Central Region
878766,211,,,2949 Bathurst St,Toronto,Ontario,M6B3B2,Toronto Region
668326,212,,,3995 Bathurst Street,Toronto,Ontario,M3H5V3,Central Region
665690,213,,,1500 Birchmount Road,Toronto,Ontario,M1P2G5,East Region
883417,214,,,1500 Birchmount Road,Toronto,Ontario,M1P2G5,East Region
881534,215,,,5773 Highway 60 1,Douglas,Ontario,K0J1S0,East Region
882190,216,,,1485 HARWOOD AVE N,AJAX,Ontario,L1T4T9,East Region
876909,217,3rd floor,,229 College St,Toronto,Ontario,M5T1R4,Toronto Region
877450,218,,,36 Baxter St,Brantford,Ontario,N3R2V8,West Region
669078,219,300A,,175 Longwood Road South,Hamilton,Ontario,L8P0A1,West Region
889814,220,,,12480 Hutchinson Farm Lane,CALEDON,Ontario,L7C2B6,Central Region
881343,221,28,,1 Sky Harbour Drive,Brampton,Ontario,L5C3Z5,Central Region
886912,222,,,10 Elm Ave,Toronto,Ontario,M4W1N4,Toronto Region
885193,223,,,30 Clara Crescent Cres,Brantford,Ontario,N3S7C9,West Region
665026,224,,,71-78 Cathedral High Street,Markham,Ontario,L6C0P3,Central Region
882314,225,,,1025 King Street East,Hamilton,Ontario,L8M1C9,West Region
882166,226,,1594,5710 Stouffville Main Street,Stouffville,Ontario,L4A8A4,Central Region
669755,227,318,,4630 Dufferin Street,North York,Ontario,M3H5S4,Central Region
668744,228,,,61 Bruce Beer Drive,Brampton,Ontario,L6V2W7,Central Region
883674,229,13,,95 Royal Crest Crt,Markham,Ontario,L3R9X5,Central Region
885664,230,,,40 Victoria Street,Bracebridge,Ontario,P1L1E2,Central Region
667145,231,,,150 Wynford Drive,Toronto,Ontario,M3C1K6,Central Region
668654,232,504,,3050 Confederation Parkway,Mississauga,Ontario,L5B3Z6,West Region
881976,233,,,2065 Brock Road North,Pickering,Ontario,L1X0K2,East Region
669584,234,,,411 East Main St.,Welland,Ontario,L3B3X3,West Region
875112,235,,,88 Bronte College Crt,Mississauga,Ontario,L5B1M9,Central Region
889784,236,,,190 Seaborn Lane RR 4 RR#4,Perth,Ontario,K7H3C6,East Region
666831,237,,,23-25 Cassels Rd E,Brooklin,Ontario,L1M1A4,East Region
667560,238,,,150 Lesmill Road,North York,Ontario,M3B2T5,Central Region
883107,239,,,7800 County Road 131,Listowel,Ontario,N4W3G9,West Region
888168,240,,,962726 Road 96,St Marys,Ontario,N4X1C7,West Region
883102,241,,,2101 Horseshoe Valley Road West,Craighurst,Ontario,L4M4Y8,Central Region
883755,242,201,,650 Hwy 7 East,Richmond Hill,Ontario,L4B2N7,Central Region
665400,243,,641,650 Alexander Street,Brussels,Ontario,N0G1H0,West Region
889040,244,,,521 North Service Rd,Burlington,Ontario,L7P5C3,West Region
668610,245,,,2054 Mountainside Drive,Burlington,Ontario,L7P1A8,West Region
885863,246,,,16B 235 Dixon Road,Etobicoke,Ontario,M9P2M5,Central Region
885668,247,,,207321 Hwy 9,Mono,Ontario,L9W6J2,Central Region
668916,248,,,2700 QUEENSVIEW DR,Ottawa,Ontario,K2B8H6,East Region
668786,249,,,4 Cherry Blossom Ln,Thornhill,Ontario,L3T3B9,Central Region
669071,250,,,155 Queen Street East,Mississauga,Ontario,L5G1N2,Central Region
883729,251,102,,3205 Danforth Ave AVE,Scarborough,Ontario,M1L1B8,East Region
882117,252,,,421 Laura Ave,Kingston,Ontario,K7K7M4,East Region
668471,253,,,51 Rottenburg CRT,Milton,Ontario,L9T8S5,Central Region
666535,254,,,589 HIGHWAY 77,LEAMINGTON,Ontario,N8H3V8,West Region
884519,255,103,,10087 Yonge Street,Richmond Hill,Ontario,L4C1T7,Central Region
666002,256,401,,720 Bathurst Street,Toronto,Ontario,M5S2R4,Toronto Region
884245,257,500,,20 Eglinton Avenue East,Toronto,Ontario,M4P1A9,Toronto Region
884804,258,,924,6470 Regional 14 Rd,Smithville,Ontario,L0R2A0,West Region
886378,259,,,795 Highway 8,Stoney Creek,Ontario,L8E5J3,West Region
886500,260,,,15964 Airport Road,Caledon,Ontario,L7C1K2,Central Region
882720,261,,,6732 Richmond Road,Aylmer,Ontario,N5H2R5,West Region
878260,262,,,9749 15 Hwy RR 6,Smiths Falls,Ontario,K7A4S7,East Region
881783,263,,,310 Scott St,St Catharines,Ontario,L2N1J5,West Region
885509,264,,,547 West 5th Street,Hamilton,Ontario,L9C3P7,West Region
666360,265,,,5873 Highway 7 E,Markham,Ontario,L3P1A3,Central Region
887862,266,,,229 Myers Road,Cambridge,Ontario,N1R7H3,West Region
886571,267,,,3238 Old Beverly Road,Cambridge,Ontario,N1R5S7,West Region
889979,268,,,1-300 Water Street,Whitby,Ontario,L1N9B6,East Region
669498,269,,,1 Arowhon Road,Algonquin Park,Ontario,P0A1H0,Central Region
888027,270,,,1012 Sherwood Forest Road,Bracebridge,Ontario,P1L1X3,Central Region
665442,271,,,1143 Kandalore Road,Algonquin Highlands,Ontario,K0M1J2,East Region
882554,272,,,1126 Camp Oconto Road,Tichborne,Ontario,K0H2V0,East Region
669510,273,,,464 Bathurst Street,Toronto,Ontario,M5T2S6,Toronto Region
666590,274,,,2 Elmhurst Drive,Etobicoke,Ontario,M9W2J3,Central Region
665306,275,,,32 Kern Road,North York,Ontario,M3B1T1,Central Region
883112,276,107,,52 Church Street,Toronto,Ontario,M5C2B5,Central Region
669083,277,,,1556 Wyandotte St W,Windsor,Ontario,N9B1H5,West Region
884699,278,6,,8515 McCowan Road,Markham,Ontario,L3P5E4,Central Region
883349,279,unit 7,,8515 McCowan Road,Markham,Ontario,L3P5E4,Central Region
669458,280,102,,1001 Dennison Street,Markham,Ontario,L3R2Z6,Central Region
887815,281,,,833 Kennedy Road,Scarborough,Ontario,M1K2E7,East Region
666467,282,,,22 Abbey Road,Brampton,Ontario,L6W2T8,Central Region
667780,283,1,,257 Carla Avenue,Stoney Creek,Ontario,L8G3M9,West Region
669500,284,,,20 Victoria Blvd,York,Ontario,M6M2C1,Toronto Region
666769,285,505,,2347 Kennedy Rd,Toronto,Ontario,M1T3T8,East Region
882898,286,,,336 Hillcrest Ave.,North York,Ontario,M2N3P6,Toronto Region
665820,287,,,20 Victoria BLVD.,York,Ontario,M6M2C1,Toronto Region
667745,288,,,4400 Boundary Road,Ottawa,Ontario,K0A1K0,East Region
882882,289,304,,2750 14th Avenue,Markham,Ontario,L3R0B6,Toronto Region
666015,290,103,,3470 Pharmacy Avenue,Toronto,Ontario,M1W2S7,Central Region
667959,291,,,336 Hillcrest Ave.,"North York, Toronto",Ontario,M2N3P6,Toronto Region
886512,292,,,190 Royal Orchard Boulevard,Thornhill,Ontario,L3T3E7,Central Region
886087,293,211,,3621 Highway 7 East,Markham,Ontario,L3R0G6,Central Region
669563,294,202,,9011 Leslie Street,Richmond Hill,Ontario,L4B3B6,Central Region
666211,295,,,1033 Main Street West,Hamilton,Ontario,L8S1B7,West Region
886980,296,,,400 Jarvis Street,Toronto,Ontario,M4Y2G6,Toronto Region
889251,297,200,,60 Atlantic Avenue,Toronto,Ontario,M6K1X9,Toronto Region
884329,298,103,,1155 North Service Road W,Oakville,Ontario,L6M3E3,Central Region
669784,299,,,51 Scarlett Road,York,Ontario,M6N4J8,Toronto Region
882214,300,,,217 Alfred Avenue,Toronto,Ontario,M2N3J7,Central Region
668924,301,,,2275 Wellesley Ave,Windsor,Ontario,N8W2G1,West Region
882181,302,,,1855 Notre Dame Dr,St. Agatha,Ontario,N0B2L0,West Region
883898,303,,,2850 John Street,Markham,Ontario,L3R2W4,Central Region
669781,304,5th floor,,21 King Stret West,Hamilton,Ontario,L8P4W7,West Region
884087,305,200,,5670 McAdam Rd.,Mississauga,Ontario,L4Z1T2,West Region
665453,306,1509,,4750 Jane Street,Toronto,Ontario,M3N2W4,East Region
666031,307,,,472 Brownridge Drive Street,Vaughn,Ontario,L4J5Z9,Central Region
665046,308,,,8 Milner Avenue,Scarborough,Ontario,M1S3P8,East Region
669209,309,201,,10149 Yonge Street,Richmond Hill,Ontario,L4C1T5,Central Region
883464,310,201B,,10149 Yonge,Richmond hill,Ontario,L4C1T5,Central Region
669676,311,,,396 Patricia Avenue,North York,Ontario,M2R2M9,Central Region
669611,312,,,15 Schuster Lane,Thornhill,Ontario,L4J8Y7,Central Region
669561,313,208,,7300 Warden Avenue,Markham,Ontario,L3R9Z6,East Region
665446,314,10,,350 Rutherford Road South Plaza 1,Brampton,Ontario,L6W4N6,Central Region
668407,315,303,,201 County Court Boulevard,Brampton,Ontario,L6W4L2,Central Region
666541,316,401,,150 Eglinton Avenue East,Toronto,Ontario,M4P1E8,Toronto Region
668752,317,500,,55 City Centre Drive,Mississauga,Ontario,L5B1M3,Central Region
886653,318,,,40 Chapel Hill Dr,Kitchener,Ontario,N2R1N2,West Region
664521,319,,102,Lakeside Road,Cat Lake,Ontario,P0V1J0,North Region
668792,320,,,299 BRUCE ROAD 11 3,CHESLEY,Ontario,N0G1L0,West Region
887439,321,,,4831 Deborah-Glaister Line,Wellesley,Ontario,N0B2T0,West Region
882985,322,,,1323 Heights Rd 3,Lindsay,Ontario,K9V4R3,East Region
880639,323,,,90394 Gorrie Line 1,Wroxeter,Ontario,N0G2X0,West Region
880334,324,,,19767 County Road 43,Alexandria,Ontario,K0C1B0,East Region
669257,325,,,5405 11th Line,Harriston,Ontario,N0G1Z0,West Region
882412,326,,,085165 Grey Road 14,Conn,Ontario,N0G1N0,West Region
880094,327,,,300 Fairview Dr,Brantford,Ontario,N3R2X6,West Region
881225,328,,,72 Steeles Avenue West,Thornhill,Ontario,L4J1A1,Central Region
668846,329,,,18 Coldwater Road,Toronto,Ontario,M3B1Y7,Central Region
877727,330,,,157 Willowdale Ave,Toronto,Ontario,M2N4Y3,Central Region
877883,331,,,548 Statters Lake Ave 1,Holyrood,Ontario,N0G2B0,West Region
665166,332,,,11181 Yonge Street,Richmond Hill,Ontario,L4S1L2,Central Region
669694,333,,,11181 Yonge Street,Richmond Hill,Ontario,L4S1L2,Central Region
885635,334,200,,259 Yorkland Road,Toronto,Ontario,M2J0B5,Central Region
882672,335,,113,8684 Cundle Line,Charing Cross,Ontario,N0P1G0,West Region
885282,336,,,475 Keil Dr S,Chatham,Ontario,N7M6L8,West Region
888540,337,,,475 Keil Dr S,Chatham,Ontario,N7M6L8,West Region
669918,338,,,415 Piccadilly Ave,Ottawa,Ontario,K1Y0H3,East Region
663360,339,,Box 120,,Kasabonika,Ontario,P0V1Y0,North Region
877824,340,,,670 Eglinton Ave E,Toronto,Ontario,M4G2K4,Toronto Region
878847,341,,,16150 Old Simcoe Rd,Port Perry,Ontario,L9L1P3,East Region
